"Date","Price","Open","High","Low","Change %"
"Nov 17, 2019","8,489.6","8,500.0","8,622.0","8,381.7","-0.12%"
"Nov 16, 2019","8,500.0","8,482.1","8,526.0","8,417.8","0.21%"
"Nov 15, 2019","8,482.1","8,655.0","8,771.4","8,400.0","-2.00%"
"Nov 14, 2019","8,655.0","8,780.5","8,797.8","8,594.6","-1.43%"
"Nov 13, 2019","8,780.5","8,804.5","8,834.3","8,700.5","-0.27%"
"Nov 12, 2019","8,804.5","8,733.7","8,870.0","8,597.2","0.81%"
"Nov 11, 2019","8,733.7","9,049.6","9,071.2","8,628.0","-3.49%"
"Nov 10, 2019","9,049.6","8,795.8","9,111.7","8,765.3","2.88%"
"Nov 09, 2019","8,795.8","8,774.5","8,924.6","8,738.5","0.24%"
"Nov 08, 2019","8,774.5","9,206.8","9,254.9","8,696.7","-4.69%"
"Nov 07, 2019","9,206.8","9,323.4","9,360.4","9,113.7","-1.25%"
"Nov 06, 2019","9,323.4","9,298.4","9,419.0","9,255.0","0.27%"
"Nov 05, 2019","9,298.4","9,401.5","9,457.0","9,180.1","-1.13%"
"Nov 04, 2019","9,404.6","9,193.2","9,500.0","9,124.4","2.30%"
"Nov 03, 2019","9,193.2","9,295.8","9,347.7","9,091.3","-1.11%"
"Nov 02, 2019","9,296.4","9,232.0","9,352.7","9,187.9","0.70%"
"Nov 01, 2019","9,232.0","9,140.5","9,272.9","9,041.5","1.00%"
"Oct 31, 2019","9,140.5","9,164.5","9,382.2","8,949.4","-0.26%"
"Oct 30, 2019","9,164.5","9,408.1","9,423.5","9,019.0","-2.59%"
"Oct 29, 2019","9,408.1","9,217.9","9,525.8","9,096.4","2.06%"
"Oct 28, 2019","9,217.9","9,526.3","9,918.1","9,198.7","-3.19%"
"Oct 27, 2019","9,522.1","9,212.3","9,763.1","9,078.5","3.36%"
"Oct 26, 2019","9,212.3","8,657.7","10,330.4","8,557.3","6.41%"
"Oct 25, 2019","8,657.7","7,429.5","8,759.4","7,386.4","16.53%"
"Oct 24, 2019","7,429.5","7,465.6","7,501.1","7,346.7","-0.48%"
"Oct 23, 2019","7,465.6","8,012.7","8,200.0","7,300.0","-6.83%"
"Oct 22, 2019","8,012.7","8,201.3","8,286.0","8,003.1","-2.30%"
"Oct 21, 2019","8,201.3","8,201.3","8,307.0","8,156.0","0.00%"
"Oct 20, 2019","8,201.3","7,944.7","8,283.0","7,881.4","3.23%"
"Oct 19, 2019","7,944.7","7,945.2","8,070.6","7,874.3","-0.01%"
"Oct 18, 2019","7,945.2","8,060.6","8,104.5","7,830.7","-1.62%"
"Oct 17, 2019","8,076.3","8,003.6","8,116.2","7,934.3","0.91%"
"Oct 16, 2019","8,003.6","8,170.7","8,177.0","7,466.1","-2.05%"
"Oct 15, 2019","8,170.7","8,339.3","8,392.8","8,113.5","-2.02%"
"Oct 14, 2019","8,339.3","8,283.3","8,387.9","8,228.7","0.68%"
"Oct 13, 2019","8,283.3","8,311.4","8,456.6","8,180.3","-0.34%"
"Oct 12, 2019","8,311.4","8,257.5","8,406.4","8,252.3","0.65%"
"Oct 11, 2019","8,257.5","8,549.9","8,787.1","8,245.4","-3.42%"
"Oct 10, 2019","8,549.9","8,565.1","8,651.4","8,415.7","-0.18%"
"Oct 09, 2019","8,565.1","8,172.2","8,658.2","8,112.1","4.81%"
"Oct 08, 2019","8,172.2","8,184.3","8,320.4","8,109.2","-0.15%"
"Oct 07, 2019","8,184.3","7,846.9","8,291.6","7,782.8","4.05%"
"Oct 06, 2019","7,866.0","8,137.6","8,141.6","7,806.1","-3.34%"
"Oct 05, 2019","8,137.6","8,149.1","8,180.9","8,015.2","-0.14%"
"Oct 04, 2019","8,149.1","8,216.2","8,234.3","8,024.4","-0.81%"
"Oct 03, 2019","8,215.3","8,353.5","8,390.1","8,072.9","-1.65%"
"Oct 02, 2019","8,353.5","8,296.6","8,361.1","7,906.7","0.68%"
"Oct 01, 2019","8,296.6","8,273.9","8,494.1","8,179.4","0.27%"
"Sep 30, 2019","8,273.9","8,053.1","8,310.0","7,731.3","2.77%"
"Sep 29, 2019","8,050.7","8,213.8","8,217.6","7,908.8","-1.99%"
"Sep 28, 2019","8,213.8","8,187.4","8,324.9","8,024.1","0.32%"
"Sep 27, 2019","8,187.4","8,056.6","8,237.6","7,871.1","1.62%"
"Sep 26, 2019","8,056.6","8,435.0","8,462.1","7,756.3","-4.49%"
"Sep 25, 2019","8,435.0","8,518.6","8,714.2","8,232.9","-0.98%"
"Sep 24, 2019","8,518.6","9,682.7","9,823.4","7,855.9","-12.02%"
"Sep 23, 2019","9,682.7","10,014.1","10,050.8","9,646.5","-3.31%"
"Sep 22, 2019","10,014.1","9,999.7","10,069.5","9,857.1","0.14%"
"Sep 21, 2019","9,999.7","10,160.8","10,181.5","9,931.3","-1.59%"
"Sep 20, 2019","10,160.8","10,245.4","10,270.8","10,083.9","-0.83%"
"Sep 19, 2019","10,245.4","10,167.7","10,303.8","9,683.0","0.76%"
"Sep 18, 2019","10,167.7","10,197.6","10,238.6","10,095.9","-0.29%"
"Sep 17, 2019","10,197.6","10,239.8","10,283.0","10,133.1","-0.41%"
"Sep 16, 2019","10,239.8","10,285.2","10,354.8","10,096.5","-0.44%"
"Sep 15, 2019","10,285.2","10,333.2","10,373.0","10,260.0","-0.46%"
"Sep 14, 2019","10,333.2","10,329.3","10,418.5","9,994.2","0.04%"
"Sep 13, 2019","10,329.3","10,392.2","10,416.9","10,144.4","-0.61%"
"Sep 12, 2019","10,392.2","10,150.4","10,437.9","10,037.4","2.38%"
"Sep 11, 2019","10,150.4","10,083.8","10,303.0","9,888.0","0.66%"
"Sep 10, 2019","10,083.8","10,302.1","10,384.9","9,960.5","-2.12%"
"Sep 09, 2019","10,302.1","10,389.6","10,490.4","10,100.0","-0.84%"
"Sep 08, 2019","10,389.6","10,466.1","10,563.5","10,229.9","-0.73%"
"Sep 07, 2019","10,466.1","10,321.7","10,566.6","10,292.7","1.40%"
"Sep 06, 2019","10,321.7","10,563.1","10,880.0","10,184.0","-2.29%"
"Sep 05, 2019","10,563.1","10,549.4","10,638.0","10,472.0","0.15%"
"Sep 04, 2019","10,547.2","10,612.5","10,782.6","10,380.0","-0.61%"
"Sep 03, 2019","10,612.5","10,345.8","10,740.0","10,244.8","2.69%"
"Sep 02, 2019","10,334.4","9,731.4","10,425.0","9,704.3","6.20%"
"Sep 01, 2019","9,731.4","9,597.5","9,796.0","9,524.6","1.39%"
"Aug 31, 2019","9,597.5","9,572.1","9,665.6","9,450.0","0.27%"
"Aug 30, 2019","9,572.1","9,489.5","9,669.9","9,370.0","0.87%"
"Aug 29, 2019","9,489.5","9,717.9","9,740.0","9,341.7","-2.35%"
"Aug 28, 2019","9,717.9","10,198.9","10,268.3","9,500.0","-4.72%"
"Aug 27, 2019","10,198.9","10,378.8","10,390.6","10,077.0","-1.73%"
"Aug 26, 2019","10,378.8","10,132.3","10,574.0","10,129.7","2.43%"
"Aug 25, 2019","10,132.3","10,132.0","10,310.0","9,924.6","0.00%"
"Aug 24, 2019","10,131.9","10,374.4","10,406.0","9,900.0","-2.52%"
"Aug 23, 2019","10,394.4","10,129.0","11,097.0","10,031.6","2.62%"
"Aug 22, 2019","10,129.0","10,152.7","10,250.0","9,786.7","-0.23%"
"Aug 21, 2019","10,152.7","10,740.2","10,792.5","9,894.6","-5.47%"
"Aug 20, 2019","10,740.2","10,917.4","10,936.5","10,562.1","-1.62%"
"Aug 19, 2019","10,917.4","10,326.0","10,917.4","10,265.1","5.73%"
"Aug 18, 2019","10,326.0","10,220.0","10,492.0","10,081.0","1.04%"
"Aug 17, 2019","10,220.0","10,351.0","10,452.0","10,020.0","-1.27%"
"Aug 16, 2019","10,351.0","10,290.6","10,519.7","9,782.3","0.59%"
"Aug 15, 2019","10,290.6","10,032.6","10,446.6","9,619.6","2.57%"
"Aug 14, 2019","10,032.6","10,896.6","10,896.6","9,969.6","-7.93%"
"Aug 13, 2019","10,896.6","11,388.0","11,444.0","10,818.2","-4.35%"
"Aug 12, 2019","11,392.6","11,525.0","11,537.6","11,267.0","-1.15%"
"Aug 11, 2019","11,525.0","11,326.9","11,578.9","11,141.0","1.75%"
"Aug 10, 2019","11,326.9","11,889.2","11,956.9","11,277.1","-4.63%"
"Aug 09, 2019","11,876.8","11,999.1","12,004.9","11,473.0","-0.83%"
"Aug 08, 2019","11,976.3","11,860.8","12,000.0","11,416.0","0.87%"
"Aug 07, 2019","11,873.1","11,445.0","12,046.6","10,750.0","3.74%"
"Aug 06, 2019","11,445.0","11,793.2","12,217.4","11,240.0","-2.92%"
"Aug 05, 2019","11,789.5","10,893.1","11,801.1","10,885.0","8.23%"
"Aug 04, 2019","10,893.1","10,798.0","11,000.0","10,553.9","0.88%"
"Aug 03, 2019","10,798.0","10,499.3","10,894.0","10,432.0","2.96%"
"Aug 02, 2019","10,487.5","10,387.6","10,644.3","10,307.4","0.96%"
"Aug 01, 2019","10,387.6","10,081.4","10,471.0","9,883.0","3.04%"
"Jul 31, 2019","10,081.4","9,573.1","10,087.0","9,553.6","5.31%"
"Jul 30, 2019","9,573.1","9,498.8","9,716.4","9,388.3","0.78%"
"Jul 29, 2019","9,498.8","9,535.1","9,703.9","9,426.1","-0.38%"
"Jul 28, 2019","9,535.1","9,481.1","9,597.2","9,188.5","0.57%"
"Jul 27, 2019","9,481.1","9,840.5","10,189.4","9,367.2","-3.65%"
"Jul 26, 2019","9,840.5","9,895.1","9,895.1","9,650.9","-0.55%"
"Jul 25, 2019","9,895.1","9,773.5","10,156.7","9,737.7","1.24%"
"Jul 24, 2019","9,773.5","9,870.2","9,936.2","9,566.3","-0.98%"
"Jul 23, 2019","9,870.2","10,295.0","10,330.9","9,849.6","-4.13%"
"Jul 22, 2019","10,295.0","10,625.9","10,685.5","10,118.5","-3.11%"
"Jul 21, 2019","10,625.9","10,745.4","10,802.4","10,318.5","-1.11%"
"Jul 20, 2019","10,745.4","10,504.8","11,073.0","10,383.0","2.29%"
"Jul 19, 2019","10,504.8","10,627.3","10,747.8","10,140.7","-1.15%"
"Jul 18, 2019","10,627.3","9,658.8","10,752.0","9,304.3","10.03%"
"Jul 17, 2019","9,658.8","9,398.1","9,926.0","9,058.7","2.77%"
"Jul 16, 2019","9,398.1","10,851.1","11,000.0","9,356.5","-13.39%"
"Jul 15, 2019","10,851.1","10,172.8","11,051.6","9,876.5","6.67%"
"Jul 14, 2019","10,172.8","11,384.7","11,439.5","10,095.0","-10.65%"
"Jul 13, 2019","11,384.7","11,755.5","11,807.1","10,854.0","-3.15%"
"Jul 12, 2019","11,755.5","11,346.3","11,872.9","11,096.6","3.61%"
"Jul 11, 2019","11,346.3","12,125.2","12,125.2","11,050.0","-6.42%"
"Jul 10, 2019","12,125.2","12,542.0","13,105.1","11,596.0","-3.32%"
"Jul 09, 2019","12,542.0","12,254.1","12,749.5","12,053.0","2.35%"
"Jul 08, 2019","12,254.1","11,416.7","12,333.0","11,309.0","7.33%"
"Jul 07, 2019","11,416.7","11,237.0","11,501.0","11,103.0","1.60%"
"Jul 06, 2019","11,237.0","10,942.5","11,632.0","10,942.5","2.69%"
"Jul 05, 2019","10,942.5","11,174.4","11,598.0","10,823.0","-2.07%"
"Jul 04, 2019","11,174.4","11,935.0","11,980.0","11,095.4","-6.37%"
"Jul 03, 2019","11,935.0","10,815.0","11,962.0","10,815.0","10.36%"
"Jul 02, 2019","10,815.0","10,632.7","10,905.1","9,711.9","1.71%"
"Jul 01, 2019","10,632.7","10,793.0","11,254.0","10,062.1","-1.49%"
"Jun 30, 2019","10,793.0","11,898.8","12,152.1","10,790.6","-9.29%"
"Jun 29, 2019","11,898.8","12,377.0","12,427.0","11,527.0","-3.86%"
"Jun 28, 2019","12,377.0","11,318.0","12,461.8","11,034.7","9.36%"
"Jun 27, 2019","11,318.0","13,111.8","13,439.0","10,526.0","-13.68%"
"Jun 26, 2019","13,111.8","11,816.0","14,000.0","11,769.4","10.97%"
"Jun 25, 2019","11,816.0","11,030.4","11,818.9","11,030.4","7.12%"
"Jun 24, 2019","11,030.4","10,888.0","11,113.8","10,642.4","1.31%"
"Jun 23, 2019","10,888.0","10,751.5","11,356.7","10,562.3","1.27%"
"Jun 22, 2019","10,751.5","10,146.0","11,145.0","9,979.5","5.97%"
"Jun 21, 2019","10,146.0","9,515.6","10,146.0","9,515.6","6.62%"
"Jun 20, 2019","9,515.6","9,258.8","9,595.4","9,173.5","2.77%"
"Jun 19, 2019","9,258.8","9,063.5","9,278.2","9,049.2","2.15%"
"Jun 18, 2019","9,063.5","9,306.2","9,306.2","8,955.8","-2.61%"
"Jun 17, 2019","9,306.2","8,935.2","9,413.4","8,935.2","4.15%"
"Jun 16, 2019","8,935.2","8,794.6","9,411.5","8,770.2","1.60%"
"Jun 15, 2019","8,794.6","8,654.7","8,836.6","8,572.8","1.62%"
"Jun 14, 2019","8,654.7","8,193.0","8,665.3","8,154.7","5.63%"
"Jun 13, 2019","8,193.0","8,125.6","8,300.0","8,026.3","0.83%"
"Jun 12, 2019","8,125.6","7,890.7","8,217.0","7,807.5","2.98%"
"Jun 11, 2019","7,890.7","7,980.5","8,012.8","7,715.2","-0.97%"
"Jun 10, 2019","7,968.1","7,651.0","8,050.0","7,536.1","4.14%"
"Jun 09, 2019","7,651.0","7,895.1","7,946.4","7,510.0","-3.09%"
"Jun 08, 2019","7,895.1","7,995.4","8,014.8","7,768.3","-1.26%"
"Jun 07, 2019","7,995.4","7,760.7","8,088.0","7,733.0","3.02%"
"Jun 06, 2019","7,760.7","7,790.6","7,853.3","7,471.3","-0.38%"
"Jun 05, 2019","7,790.6","7,678.8","8,000.0","7,587.6","1.46%"
"Jun 04, 2019","7,678.8","8,136.0","8,136.0","7,498.0","-5.62%"
"Jun 03, 2019","8,136.0","8,722.1","8,722.1","8,103.3","-6.72%"
"Jun 02, 2019","8,722.1","8,546.5","8,805.3","8,526.5","2.06%"
"Jun 01, 2019","8,546.5","8,548.9","8,634.7","8,448.4","-0.03%"
"May 31, 2019","8,548.9","8,283.8","8,589.1","8,127.4","3.20%"
"May 30, 2019","8,283.8","8,659.1","9,049.1","8,034.9","-4.33%"
"May 29, 2019","8,659.1","8,722.6","8,754.1","8,434.0","-0.73%"
"May 28, 2019","8,722.6","8,756.9","8,800.0","8,563.2","-0.39%"
"May 27, 2019","8,756.9","8,658.0","8,900.0","8,584.0","1.14%"
"May 26, 2019","8,658.0","8,017.5","8,713.9","7,865.5","7.99%"
"May 25, 2019","8,017.5","7,958.3","8,082.1","7,904.6","0.74%"
"May 24, 2019","7,958.3","7,826.5","8,133.7","7,781.0","1.68%"
"May 23, 2019","7,826.5","7,654.7","7,923.7","7,482.2","2.24%"
"May 22, 2019","7,654.7","7,911.9","8,030.0","7,493.7","-3.25%"
"May 21, 2019","7,911.9","7,947.4","8,035.2","7,781.0","-0.45%"
"May 20, 2019","7,947.4","8,159.3","8,159.3","7,566.5","-2.60%"
"May 19, 2019","8,159.3","7,267.0","8,254.7","7,255.7","12.28%"
"May 18, 2019","7,267.0","7,363.4","7,430.2","7,195.1","-1.31%"
"May 17, 2019","7,363.4","7,857.5","7,923.7","6,932.5","-6.29%"
"May 16, 2019","7,857.5","8,141.9","8,321.1","7,700.0","-3.49%"
"May 15, 2019","8,141.9","7,966.1","8,240.0","7,835.4","2.14%"
"May 14, 2019","7,971.2","7,803.8","8,290.0","7,627.8","2.15%"
"May 13, 2019","7,803.8","6,967.4","30,000.0","6,210.3","12.00%"
"May 12, 2019","6,967.4","7,115.0","7,547.4","6,784.7","-2.08%"
"May 11, 2019","7,115.0","6,380.6","7,347.5","6,366.5","11.51%"
"May 10, 2019","6,380.6","6,203.6","6,499.0","6,167.9","2.85%"
"May 09, 2019","6,203.6","5,983.0","6,212.7","5,983.0","3.69%"
"May 08, 2019","5,983.0","5,855.3","6,018.6","5,813.4","2.18%"
"May 07, 2019","5,855.3","5,782.9","6,007.7","5,758.7","1.25%"
"May 06, 2019","5,782.9","5,775.9","5,815.0","5,641.4","0.12%"
"May 05, 2019","5,775.9","5,823.2","5,837.7","5,704.9","-0.81%"
"May 04, 2019","5,823.2","5,766.3","5,902.1","5,608.8","0.99%"
"May 03, 2019","5,766.3","5,500.6","5,847.3","5,477.2","4.91%"
"May 02, 2019","5,496.7","5,384.0","5,525.4","5,365.5","2.09%"
"May 01, 2019","5,384.0","5,315.6","5,388.3","5,312.6","1.29%"
"Apr 30, 2019","5,315.6","5,236.0","5,337.0","5,198.0","1.52%"
"Apr 29, 2019","5,236.0","5,316.4","5,342.0","5,196.2","-1.51%"
"Apr 28, 2019","5,316.4","5,294.6","5,342.0","5,260.9","0.41%"
"Apr 27, 2019","5,294.6","5,303.9","5,339.6","5,252.6","-0.18%"
"Apr 26, 2019","5,303.9","5,208.0","5,508.9","5,164.2","1.84%"
"Apr 25, 2019","5,208.0","5,394.0","5,486.2","5,088.7","-3.45%"
"Apr 24, 2019","5,394.0","5,511.2","5,583.5","5,349.5","-2.13%"
"Apr 23, 2019","5,511.2","5,363.0","5,590.4","5,337.0","2.76%"
"Apr 22, 2019","5,363.0","5,267.1","5,402.1","5,220.9","1.82%"
"Apr 21, 2019","5,267.1","5,296.6","5,317.7","5,182.1","-0.56%"
"Apr 20, 2019","5,296.6","5,259.1","5,323.0","5,242.9","0.71%"
"Apr 19, 2019","5,259.1","5,244.7","5,323.5","5,100.0","0.27%"
"Apr 18, 2019","5,244.7","5,206.8","5,279.5","5,191.9","0.73%"
"Apr 17, 2019","5,206.8","5,160.7","5,220.8","5,144.2","0.89%"
"Apr 16, 2019","5,160.7","5,042.1","5,182.1","5,009.3","2.35%"
"Apr 15, 2019","5,042.1","5,129.6","5,165.8","4,958.6","-1.71%"
"Apr 14, 2019","5,129.6","5,060.0","5,143.1","5,005.0","1.37%"
"Apr 13, 2019","5,060.0","5,058.5","5,106.5","5,007.0","0.03%"
"Apr 12, 2019","5,058.5","5,033.2","5,074.9","4,878.0","0.50%"
"Apr 11, 2019","5,033.2","5,274.9","5,342.0","4,946.7","-4.58%"
"Apr 10, 2019","5,274.9","5,135.6","5,398.1","5,129.8","2.71%"
"Apr 09, 2019","5,135.6","5,219.5","5,227.4","5,087.0","-1.61%"
"Apr 08, 2019","5,219.5","5,149.5","5,289.9","5,058.6","1.36%"
"Apr 07, 2019","5,149.5","5,030.4","5,209.3","5,014.0","1.99%"
"Apr 06, 2019","5,048.8","4,996.5","5,180.2","4,932.9","1.05%"
"Apr 05, 2019","4,996.5","4,837.3","5,037.4","4,700.0","3.29%"
"Apr 04, 2019","4,837.3","4,940.1","5,042.1","4,810.3","-1.82%"
"Apr 03, 2019","4,926.8","4,860.1","5,267.9","4,368.9","1.37%"
"Apr 02, 2019","4,860.1","4,138.1","4,884.8","4,130.9","17.45%"
"Apr 01, 2019","4,138.1","4,097.5","4,165.2","4,059.5","0.99%"
"Mar 31, 2019","4,097.5","4,097.0","4,124.3","4,073.0","0.01%"
"Mar 30, 2019","4,097.0","4,103.1","4,139.0","4,050.8","-0.15%"
"Mar 29, 2019","4,103.1","4,010.4","4,109.6","4,005.0","2.31%"
"Mar 28, 2019","4,010.4","4,027.4","4,039.0","4,005.0","-0.42%"
"Mar 27, 2019","4,027.4","3,937.4","4,039.0","3,930.5","2.28%"
"Mar 26, 2019","3,937.4","3,937.6","3,959.0","3,900.6","-0.00%"
"Mar 25, 2019","3,937.6","3,981.9","4,012.6","3,892.7","-1.11%"
"Mar 24, 2019","3,981.9","3,990.4","4,016.5","3,966.3","-0.21%"
"Mar 23, 2019","3,990.4","3,997.0","4,016.5","3,966.3","-0.17%"
"Mar 22, 2019","3,997.0","3,998.8","4,016.5","3,969.4","-0.04%"
"Mar 21, 2019","3,998.8","4,036.2","4,061.7","3,909.7","-0.93%"
"Mar 20, 2019","4,036.2","3,992.5","4,145.9","3,980.6","1.10%"
"Mar 19, 2019","3,992.5","3,992.6","4,028.0","3,962.6","-0.00%"
"Mar 18, 2019","3,992.6","3,986.5","4,027.7","3,958.7","0.15%"
"Mar 17, 2019","3,986.5","4,018.5","4,018.5","3,945.6","-0.54%"
"Mar 16, 2019","4,008.3","3,907.6","4,042.3","3,907.6","2.58%"
"Mar 15, 2019","3,907.6","3,865.0","3,944.8","3,840.2","1.10%"
"Mar 14, 2019","3,865.0","3,878.5","3,905.7","3,653.5","-0.35%"
"Mar 13, 2019","3,878.5","3,879.5","3,892.1","3,843.9","-0.03%"
"Mar 12, 2019","3,879.5","3,859.7","3,902.0","3,813.6","0.51%"
"Mar 11, 2019","3,859.7","3,909.5","4,000.0","3,825.5","-1.27%"
"Mar 10, 2019","3,909.5","3,931.4","3,938.6","3,889.4","-0.56%"
"Mar 09, 2019","3,931.4","3,862.3","3,955.4","3,858.4","1.79%"
"Mar 08, 2019","3,862.3","3,888.6","3,920.7","3,793.4","-0.68%"
"Mar 07, 2019","3,888.6","3,852.0","4,286.0","3,835.4","0.95%"
"Mar 06, 2019","3,852.0","3,847.2","3,891.5","3,814.0","0.13%"
"Mar 05, 2019","3,847.2","3,710.8","3,865.0","3,701.7","3.68%"
"Mar 04, 2019","3,710.8","3,797.8","3,819.3","3,675.1","-2.29%"
"Mar 03, 2019","3,797.8","3,813.7","3,839.0","3,792.7","-0.42%"
"Mar 02, 2019","3,813.7","3,847.2","3,847.8","3,782.2","-0.87%"
"Mar 01, 2019","3,847.2","3,817.8","3,931.3","3,814.0","0.77%"
"Feb 28, 2019","3,817.8","3,802.5","3,879.0","3,775.2","0.40%"
"Feb 27, 2019","3,802.5","3,810.5","3,843.1","3,695.8","-0.21%"
"Feb 26, 2019","3,810.5","3,834.3","3,859.5","3,782.2","-0.62%"
"Feb 25, 2019","3,834.3","3,746.9","3,884.0","3,745.4","2.33%"
"Feb 24, 2019","3,746.9","4,095.2","4,181.4","3,719.2","-8.50%"
"Feb 23, 2019","4,095.2","3,962.8","4,138.7","3,943.5","3.34%"
"Feb 22, 2019","3,962.8","3,922.2","3,984.5","3,922.2","1.04%"
"Feb 21, 2019","3,922.2","3,967.8","4,005.3","3,912.0","-1.15%"
"Feb 20, 2019","3,967.8","3,923.1","3,982.8","3,876.3","1.14%"
"Feb 19, 2019","3,923.1","3,862.3","3,994.1","3,856.9","1.58%"
"Feb 18, 2019","3,862.3","3,661.9","3,909.6","3,643.0","5.47%"
"Feb 17, 2019","3,661.9","3,635.4","3,703.7","3,613.9","0.73%"
"Feb 16, 2019","3,635.4","3,614.3","3,652.2","3,589.0","0.58%"
"Feb 15, 2019","3,614.3","3,596.6","3,644.9","3,582.4","0.49%"
"Feb 14, 2019","3,596.6","3,621.5","3,631.9","3,576.8","-0.69%"
"Feb 13, 2019","3,621.5","3,638.2","3,657.6","3,586.5","-0.46%"
"Feb 12, 2019","3,638.2","3,638.9","3,655.3","3,586.5","-0.02%"
"Feb 11, 2019","3,638.9","3,661.7","3,661.7","3,610.0","-0.62%"
"Feb 10, 2019","3,661.7","3,652.2","3,672.7","3,606.6","0.26%"
"Feb 09, 2019","3,652.2","3,645.5","3,662.5","3,616.7","0.18%"
"Feb 08, 2019","3,645.5","3,415.2","3,705.0","3,377.3","6.74%"
"Feb 07, 2019","3,415.2","3,405.5","3,434.3","3,376.2","0.29%"
"Feb 06, 2019","3,405.5","3,460.9","3,473.0","3,391.4","-1.60%"
"Feb 05, 2019","3,460.9","3,457.2","3,482.7","3,440.0","0.11%"
"Feb 04, 2019","3,457.2","3,456.9","3,482.7","3,421.2","0.01%"
"Feb 03, 2019","3,456.9","3,496.0","3,509.0","3,436.0","-1.12%"
"Feb 02, 2019","3,496.0","3,458.4","3,510.1","3,429.6","1.09%"
"Feb 01, 2019","3,458.4","3,427.1","3,487.7","3,388.9","0.91%"
"Jan 31, 2019","3,427.1","3,444.0","3,463.3","3,022.7","-0.49%"
"Jan 30, 2019","3,444.0","3,399.7","3,473.0","3,092.0","1.30%"
"Jan 29, 2019","3,399.7","3,426.3","3,434.3","3,099.4","-0.78%"
"Jan 28, 2019","3,426.3","3,529.6","3,541.6","3,381.9","-2.93%"
"Jan 27, 2019","3,529.6","3,562.4","3,562.4","2,907.2","-0.92%"
"Jan 26, 2019","3,562.4","3,559.6","3,631.9","3,538.0","0.08%"
"Jan 25, 2019","3,559.6","3,548.9","3,586.4","486.0","0.30%"
"Jan 24, 2019","3,548.9","3,557.2","3,571.5","3,222.0","-0.23%"
"Jan 23, 2019","3,557.2","3,586.9","4,840.0","3,146.7","-0.83%"
"Jan 22, 2019","3,586.9","3,522.4","3,606.3","3,435.8","1.83%"
"Jan 21, 2019","3,522.4","3,558.9","3,571.5","3,500.0","-1.03%"
"Jan 20, 2019","3,558.9","3,660.4","3,693.3","3,500.0","-2.74%"
"Jan 19, 2019","3,659.3","3,597.9","3,725.6","3,593.3","1.71%"
"Jan 18, 2019","3,597.9","3,619.0","3,621.7","3,576.5","-0.58%"
"Jan 17, 2019","3,619.0","3,597.3","3,628.7","3,562.7","0.60%"
"Jan 16, 2019","3,597.3","3,560.9","3,642.0","3,546.6","1.02%"
"Jan 15, 2019","3,560.9","3,641.7","3,662.5","3,536.0","-2.06%"
"Jan 14, 2019","3,636.0","3,477.8","3,674.0","3,477.8","4.55%"
"Jan 13, 2019","3,477.8","3,611.6","3,621.7","3,468.1","-3.70%"
"Jan 12, 2019","3,611.6","3,606.6","3,637.1","3,557.3","0.14%"
"Jan 11, 2019","3,606.6","3,601.5","3,645.6","3,536.7","0.14%"
"Jan 10, 2019","3,601.5","3,982.9","3,994.1","3,546.6","-9.58%"
"Jan 09, 2019","3,982.9","3,971.3","4,016.5","3,942.2","0.29%"
"Jan 08, 2019","3,971.3","3,960.7","4,052.6","3,921.4","0.27%"
"Jan 07, 2019","3,960.7","4,016.5","4,024.9","3,928.6","-1.39%"
"Jan 06, 2019","4,016.5","3,798.0","4,039.0","3,760.1","5.75%"
"Jan 05, 2019","3,798.0","3,808.7","3,844.9","3,771.6","-0.28%"
"Jan 04, 2019","3,808.7","3,765.6","3,840.8","3,728.3","1.14%"
"Jan 03, 2019","3,765.6","3,867.7","3,867.7","3,723.6","-2.64%"
"Jan 02, 2019","3,867.7","3,814.8","3,886.9","3,750.6","1.39%"
"Jan 01, 2019","3,814.8","3,693.3","3,814.8","3,657.4","3.29%"
"Dec 31, 2018","3,693.3","3,808.7","3,808.7","3,657.4","-3.03%"
"Dec 30, 2018","3,808.7","3,688.2","3,830.0","3,677.9","3.27%"
"Dec 29, 2018","3,688.2","3,830.0","3,873.1","3,688.2","-3.70%"
"Dec 28, 2018","3,830.0","3,556.5","3,865.5","3,556.5","6.94%"
"Dec 27, 2018","3,581.5","3,771.6","3,799.5","3,536.7","-5.04%"
"Dec 26, 2018","3,771.6","3,745.3","3,844.1","3,685.6","0.70%"
"Dec 25, 2018","3,745.3","4,042.0","4,042.0","3,656.9","-7.34%"
"Dec 24, 2018","4,042.0","3,910.8","4,188.1","3,910.8","3.36%"
"Dec 23, 2018","3,910.8","3,949.2","4,016.0","3,889.0","-0.97%"
"Dec 22, 2018","3,949.2","3,825.0","3,954.8","3,792.3","3.25%"
"Dec 21, 2018","3,825.0","4,061.2","4,129.9","3,760.6","-5.82%"
"Dec 20, 2018","4,061.2","3,683.3","4,118.4","3,656.9","10.26%"
"Dec 19, 2018","3,683.3","3,614.1","3,905.3","3,587.8","1.91%"
"Dec 18, 2018","3,614.1","3,517.2","3,618.5","3,435.8","2.76%"
"Dec 17, 2018","3,517.2","3,226.9","3,591.1","3,213.6","9.00%"
"Dec 16, 2018","3,226.9","3,218.6","3,286.6","3,196.7","0.26%"
"Dec 15, 2018","3,218.6","3,222.1","3,259.7","3,162.1","-0.11%"
